id	trial	item	comparison	absolute
19_12_17_125928.txt_02	6	length	higher	5
19_12_17_125928.txt_02	7	population	lower	25
19_12_17_125928.txt_02	8	distance	lower	750
19_12_17_125928.txt_02	9	salary	higher	33000
19_12_17_125928.txt_02	10	weight	higher	45
19_12_17_144259.txt_02	1	salary	higher	13700
19_12_17_144259.txt_02	2	temperature	higher	22.5
19_12_17_144259.txt_02	3	days	higher	180
19_12_17_144259.txt_02	4	distance	higher	1200
19_12_17_144259.txt_02	5	age	lower	45
19_12_17_144259.txt_02	6	price	higher	200000
19_12_17_144259.txt_02	7	unemployment	higher	3
19_12_17_144259.txt_02	8	length	lower	9
19_12_17_144259.txt_02	9	weight	lower	25
19_12_17_144259.txt_02	10	population	lower	30
19_12_18_132518.txt_02	1	days	lower	15000
19_12_18_132518.txt_02	2	weight	lower	1500
19_12_18_132518.txt_02	3	salary	lower	35000
19_12_18_132518.txt_02	4	distance	lower	25000
19_12_18_132518.txt_02	5	temperature	lower	20
19_12_18_132518.txt_02	6	age	lower	55
19_12_18_132518.txt_02	7	population	higher	5
19_12_18_132518.txt_02	8	length	higher	7
19_12_18_132518.txt_02	9	price	lower	500
19_12_18_132518.txt_02	10	unemployment	lower	0.8
19_12_18_143913.txt_02	1	salary	lower	14500
19_12_18_143913.txt_02	2	price	higher	150000
19_12_18_143913.txt_02	3	days	lower	1200
19_12_18_143913.txt_02	4	distance	higher	550
19_12_18_143913.txt_02	5	population	higher	13
19_12_18_143913.txt_02	6	length	lower	6
19_12_18_143913.txt_02	7	temperature	lower	18
19_12_18_143913.txt_02	8	unemployment	lower	2
19_12_18_143913.txt_02	9	weight	higher	20
19_12_18_143913.txt_02	10	age	lower	45
19_12_19_132736.txt_02	1	age	higher	35
19_12_19_132736.txt_02	2	price	higher	100000
19_12_19_132736.txt_02	3	distance	higher	1000
19_12_19_132736.txt_02	4	salary	higher	18000
19_12_19_132736.txt_02	5	unemployment	higher	4
19_12_19_132736.txt_02	6	length	lower	6
19_12_19_132736.txt_02	7	temperature	lower	15
19_12_19_132736.txt_02	8	days	higher	300000
19_12_19_132736.txt_02	9	population	lower	15000000
19_12_19_132736.txt_02	10	weight	higher	1000
19_12_20_101741.txt_02	1	salary	lower	24500
19_12_20_101741.txt_02	2	price	higher	500
19_12_20_101741.txt_02	3	weight	higher	100
19_12_20_101741.txt_02	4	temperature	higher	13
19_12_20_101741.txt_02	5	length	lower	8
19_12_20_101741.txt_02	6	distance	higher	1800
19_12_20_101741.txt_02	7	population	lower	16
19_12_20_101741.txt_02	8	days	lower	40000
19_12_20_101741.txt_02	9	unemployment	higher	7
19_12_20_101741.txt_02	10	age	higher	55
19_12_20_114840.txt_02	1	age	lower	49
19_12_20_114840.txt_02	2	length	higher	6
19_12_20_114840.txt_02	3	price	lower	350000
19_12_20_114840.txt_02	4	temperature	lower	15
19_12_20_114840.txt_02	5	weight	higher	50
19_12_20_114840.txt_02	6	salary	higher	21000
19_12_20_114840.txt_02	7	unemployment	higher	2.1
19_12_20_114840.txt_02	8	days	higher	365
19_12_20_114840.txt_02	9	distance	higher	2800
19_12_20_114840.txt_02	10	population	lower	25
19_11_21_132025.txt_03	1	distance	lower	1500
19_11_21_132025.txt_03	2	weight	lower	800
19_11_21_132025.txt_03	3	age	lower	55
19_11_21_132025.txt_03	4	days	higher	550
19_11_21_132025.txt_03	5	temperature	lower	6
19_11_21_132025.txt_03	6	price	higher	300000
19_11_21_132025.txt_03	7	salary	higher	31000
19_11_21_132025.txt_03	8	length	lower	6
19_11_21_132025.txt_03	9	population	higher	40
19_11_21_132025.txt_03	10	unemployment	lower	2
19_11_22_131440.txt_03	1	length	lower	5
19_11_22_131440.txt_03	2	temperature	higher	16
19_11_22_131440.txt_03	3	population	lower	12
19_11_22_131440.txt_03	4	unemployment	lower	3
19_11_22_131440.txt_03	5	days	lower	400
19_11_22_131440.txt_03	6	salary	higher	25000
19_11_22_131440.txt_03	7	weight	higher	7
19_11_22_131440.txt_03	8	distance	higher	500
19_11_22_131440.txt_03	9	age	higher	40
19_11_22_131440.txt_03	10	price	higher	300
19_11_22_143100.txt_03	1	salary	lower	30000
19_11_22_143100.txt_03	2	distance	lower	900
19_11_22_143100.txt_03	3	price	lower	600000
19_11_22_143100.txt_03	4	length	lower	6
19_11_22_143100.txt_03	5	weight	lower	150
19_11_22_143100.txt_03	6	days	higher	500
19_11_22_143100.txt_03	7	temperature	higher	10
19_11_22_143100.txt_03	8	age	lower	60
19_11_22_143100.txt_03	9	population	higher	15
19_11_22_143100.txt_03	10	unemployment	higher	2.5
19_11_22_155927.txt_03	1	distance	lower	2457
19_11_22_155927.txt_03	2	salary	higher	38000
19_11_22_155927.txt_03	3	price	higher	38000
19_11_22_155927.txt_03	4	weight	higher	250
19_11_22_155927.txt_03	5	age	higher	35
19_11_22_155927.txt_03	6	length	lower	3
19_11_22_155927.txt_03	7	population	lower	12
19_11_22_155927.txt_03	8	days	lower	365
19_11_22_155927.txt_03	9	temperature	lower	23
19_11_22_155927.txt_03	10	unemployment	lower	1.5
19_11_26_131717.txt_03	1	temperature	lower	13
19_11_26_131717.txt_03	2	length	higher	5
19_11_26_131717.txt_03	3	salary	lower	25000
19_11_26_131717.txt_03	4	weight	lower	45
19_11_26_131717.txt_03	5	days	higher	1
19_11_26_131717.txt_03	6	price	higher	350000
19_11_26_131717.txt_03	7	population	lower	12000000
19_11_26_131717.txt_03	8	unemployment	higher	4
19_11_26_131717.txt_03	9	distance	higher	480
19_11_26_131717.txt_03	10	age	higher	52
19_11_26_142453.txt_03	1	days	lower	50000
19_11_26_142453.txt_03	2	weight	higher	52
19_11_26_142453.txt_03	3	population	higher	12000000
19_11_26_142453.txt_03	4	unemployment	lower	2
19_11_26_142453.txt_03	5	distance	lower	2700
19_11_26_142453.txt_03	6	salary	lower	27000
19_11_26_142453.txt_03	7	age	higher	43
19_11_26_142453.txt_03	8	temperature	lower	18
